Symbol,log2FoldChange,pvalue
DLG5-AS1,-0.042824298,0.512514921
KCNIP4,-0.036733036,0.512601774
LARGE2,-0.035351917,0.512702574
EPB41L4A-AS1,-0.059475762,0.512825285
HSPA4L,-0.041064452,0.512847227
FLJ42393,0.072099595,0.512850654
RAB25,-0.031640643,0.512894505
KLHL40,-0.041692214,0.512946702
SLC39A12,-0.038521417,0.51295362
LCE4A,-0.043728476,0.512997382
SIPA1L2,0.143004167,0.513257018
MAG,-0.043048488,0.513259834
LRRC75A,-0.059017036,0.513457773
PRKCH,0.114597583,0.513506641
NPBWR2,-0.048214345,0.513579689
OR10AD1,-0.034171726,0.513727599
RRN3P1,0.105146298,0.513915051
DUSP12,0.046772405,0.513999134
PTCD3,0.097822298,0.51420101
PECR,-0.065536452,0.514285522
TMEM128,0.060806262,0.514409212
CPLANE1,0.048907286,0.514423111
OXCT1,0.100528214,0.514655523
BAZ1B,0.051971738,0.514753118
INSR,0.04805575,0.514783216
MAP4K1,0.088587262,0.515201922
LOC100131373,0.041041357,0.51535281
THUMPD3-AS1,-0.063213571,0.51541131
PHACTR3,-0.0382915,0.51541726
NDUFA2,-0.06829194,0.515546821
OR3A1,-0.040385786,0.515895094
KDM3A,0.06220875,0.515905316
LAMTOR3,-0.07852225,0.515975213
TMEM50A,0.032513452,0.515975468
GPATCH11,-0.039532464,0.515999858
ERMP1,0.073717881,0.516012311
GOLGB1,0.058115655,0.5161386
LINC02899,-0.056717833,0.51617381
LINC00965,-0.046883274,0.516200261
SUPT4H1,-0.040680036,0.516267039
ENPP1,-0.03195706,0.516297468
RPS15A,-0.126646786,0.516326184
ZNF670-ZNF695,-0.029936107,0.516339384
ZNF648,-0.035942429,0.516351731
CRP,-0.04046594,0.516442063
TM2D1,-0.039681833,0.516481815
KIRREL2,-0.042367357,0.516537492
MAGT1,-0.029306262,0.516772858
BMAL1,0.066948012,0.516973289
TMEM35A,0.044619476,0.517160373
MAFK,-0.040780619,0.517194864
NFATC2,0.116983,0.51721365
ARHGAP6,0.06544556,0.517329441
MIF,-0.04372994,0.517357294
KPNA4,0.039985333,0.517358158
ERGIC2,0.089209214,0.517428492
CIAO2A,0.075083774,0.517651202
ST6GALNAC3,0.100576298,0.517757638
PGC,-0.044285464,0.518049592
EFR3A,-0.05383781,0.5181453
ZNF611,0.077783881,0.518194319
TMEM205,0.039504952,0.518244378
SPDYE7P,-0.053003786,0.518269244
HNF1A-AS1,-0.057463429,0.518295981
IL23R,-0.098061179,0.518444605
H4C7,-0.031496417,0.518525011
SMPD3,0.094003631,0.51863316
TOMM20L,-0.031041702,0.51864353
PPIB,0.046161548,0.518806173
PPBP,-0.13039381,0.518806459
ELOVL2-AS1,-0.049222976,0.518844806
OR1D4,-0.044612833,0.518918325
OAS3,0.261869131,0.519016878
PCDHB14,-0.044886631,0.519061131
CRYBG1,0.047362643,0.519127938
RIC8B,0.054885869,0.519144217
BTG1,-0.038619048,0.519301899
TMT1A,0.078475988,0.519428241
PSMC3IP,0.036349726,0.519535531
MAST1,-0.039670881,0.519595392
PIGX,-0.064304845,0.51965783
TUBA8,0.064930595,0.519836863
MARCHF1,0.080538714,0.519885105
SLC22A17,0.029823667,0.520017937
MIR129-2,-0.038636393,0.520116548
ARID4B,-0.060563952,0.520139986
AFG3L2,0.042906952,0.520188045
GNAT1,-0.037570214,0.520274642
CDCA5,-0.034545083,0.520430653
RFXAP,-0.051706607,0.520680239
PERP,-0.03541625,0.520696014
TUFM,0.033849917,0.52079435
DKFZp779M0652,-0.041754667,0.520904829
PMPCB,0.071764274,0.520908701
CCL4,-0.092145524,0.521006942
SP3,0.04158481,0.521071138
ADGRG7,0.129790321,0.521081066
WNT8B,-0.03901644,0.521152701
WDR13,-0.039004952,0.521208626
ZBTB22,0.026070107,0.521267679
NDFIP2,-0.04460044,0.521277667
PSEN2,0.037675476,0.521346723
HOPX,-0.054592107,0.521355384
ITGA10,-0.036912548,0.521462896
TTC38,0.062131429,0.521624244
GABRA1,-0.034087798,0.521634074
VANGL2,-0.047906917,0.521660011
BMPER,-0.026605821,0.521738576
PNPLA1,0.090820274,0.521768821
PIWIL4,-0.067367631,0.521861537
TBC1D3P5,-0.041428417,0.521924365
GARS1,-0.062999024,0.521951604
POU6F2,-0.045379524,0.521996269
ARID4A,-0.074816869,0.522003338
MICAL3,-0.056129381,0.522057541
HSPBAP1,-0.076959762,0.522084186
MAGEE2,-0.040093024,0.522084608
SOCS6,0.038751524,0.522184385
POTEA,-0.036049488,0.522459491
HID1,-0.0321505,0.52247394
CD38,-0.103697548,0.522568906
IDH1,-0.068937488,0.522850598
DCAF17,0.076945964,0.522894598
FLJ40536,-0.0471035,0.523024418
ZNF582,-0.026143881,0.523134432
BOD1L1,-0.06886356,0.523156337
OXLD1,-0.027040226,0.523274116
SHOC2,-0.047052857,0.523520566
CLCN2,-0.035859548,0.52364482
CENPH,0.102122548,0.523758261
KLK14,-0.040508929,0.523774034
RP2,-0.063363476,0.523796096
GKN2,-0.03905394,0.523821805
ZNF280D,-0.069850619,0.523822029
GIN1,0.087756452,0.523843729
METTL21C,-0.036817333,0.523921894
JTB,0.035346429,0.523954711
PRPF40B,-0.034820381,0.523979915
ZNF639,-0.06726194,0.523990055
LINC00661,-0.036959536,0.524093121
NGB,-0.042603131,0.524158818
ZNF154,-0.070744214,0.524162383
CEP43,-0.09157194,0.524270594
RAP2A,-0.08573194,0.5243086
S100P,-0.240350976,0.524324566
PAM,-0.126966524,0.524327578
ANTXRL,-0.040209583,0.524359834
PTPN23,0.029903774,0.524391206
SIDT1,0.094480048,0.524665797
VAMP3,-0.048121536,0.52470955
NLN,0.086999429,0.52473601
RCC1,0.029480286,0.524771748
SEMA3C,-0.08256394,0.524829409
KNG1,-0.032310917,0.524847068
SFTPB,-0.036242952,0.525039318
PGAM5,0.036602952,0.525131803
LINC00301,-0.024301452,0.525151139
ZNF22,0.093265095,0.525330409
FMOD,-0.0375545,0.525339077
PIK3CG,0.043444048,0.525385356
HP,-0.188932548,0.525433824
USP32P2,-0.072148226,0.525442014
TMEM132B,-0.033857952,0.525536914
MRPS18C,0.104254512,0.52555828
SHPRH,0.086454167,0.525614698
CSTA,0.096329988,0.526009698
TWNK,0.043480667,0.526021563
C14orf28,0.049607274,0.526039974
LOC441081,-0.232102929,0.526161918
OR1S1,-0.035761393,0.526283491
CCL16,0.033232048,0.526547177
CMTM5,-0.099318155,0.526568679
MAMSTR,-0.040044405,0.526585517
MAP3K3,0.067573833,0.526760778
ZCRB1,-0.108621845,0.526779848
ABHD15,0.031014226,0.527008894
BOLL,-0.03373775,0.527032835
PBLD,0.038862321,0.527280245
DICER1,0.067563333,0.527369168
YWHAG,-0.035654107,0.527457067
C11orf86,-0.040132524,0.527503679
MAN2A2,-0.06265081,0.527700904
SP100,0.058795952,0.527735341
EVI2A,-0.112770952,0.527762642
MSANTD1,-0.040853274,0.527774182
MFSD8,0.053905321,0.52783485
LOC100131195,0.045807631,0.527889084
SLC5A1,-0.036646238,0.527916142
MIR224,0.038573607,0.527979926
CLEC1A,0.05565825,0.528034942
ZFP90,0.072792167,0.528070581
OBP2A,-0.048335929,0.52813602
TRPM2,0.049751179,0.528165844
TMC1,-0.031518738,0.528244947
PNPLA8,-0.069368274,0.52832939
MIR196A1,-0.048953083,0.528491139
TRPV6,-0.042730988,0.528581694
STAP1,-0.158754488,0.528621358
ESX1,-0.03420275,0.528969912
CA13,0.038453214,0.528990045
BCCIP,0.078658452,0.529001901
SLC2A14,0.053204381,0.529114008
PROKR1,-0.03831606,0.529145296
OR8G5,-0.035215821,0.529156573
NAPEPLD,0.083790405,0.529247141
ZNF195,-0.072817548,0.529268465
GH1,-0.042264952,0.529307953
LOC100128988,-0.042771095,0.52931993
FAM223A,0.066798607,0.529350903
CHST15,0.068854643,0.529402982
DSTN,-0.071194321,0.52945473
NAT8B,0.061687726,0.529579315
ENTR1,0.040343167,0.529683646
CHIA,-0.032578774,0.52979087
PIBF1,-0.093836762,0.529820357
TEX55,-0.026666952,0.529833258
ERVK13-1,0.067022417,0.529871387
LINC01260,-0.049897012,0.529958472
ZNF14,-0.101265036,0.530004192
SANBR,-0.04501119,0.530069544
CASZ1,-0.047924917,0.530244649
MBOAT2,-0.0896645,0.530308697
ZNF19,0.025834929,0.530406832
CLEC16A,0.041203214,0.530417634
CEP76,-0.03902931,0.530487448
THEM5,-0.149516226,0.530585973
OR4K17,-0.028721881,0.530719288
COX4I1,-0.041513321,0.530798812
ZNF320,0.082372405,0.530882595
KRT32,-0.03679344,0.530966851
PFN1P2,-0.030639762,0.531001067
TBX10,-0.035761167,0.531012416
CC2D1A,-0.035121929,0.531117431
RBP7,-0.09800019,0.531132363
KRTAP10-4,-0.061482167,0.531262497
CYP2B7P,0.051192107,0.531439004
EME1,0.035661048,0.531656302
BRCA2,-0.06633275,0.531674589
UGT2B7,-0.039463071,0.531816471
FIBP,0.050955786,0.531894391
CCDC68,0.03973175,0.531896469
TRAM1,-0.046556286,0.532016259
UGT2A3,-0.0420405,0.532032638
EBLN2,0.054112571,0.532167853
KLHL31,-0.03834675,0.532249763
TMEM120B,0.035912071,0.53230319
ANAPC10,-0.07362675,0.532370727
FSTL5,-0.025264107,0.532392584
RPL23P8,-0.057789798,0.53244257
FMR1NB,0.038843107,0.53253233
MSMB,-0.027609155,0.532634497
MIR135A1,-0.04226169,0.532738832
MYEF2,-0.095251083,0.532906342
HERC4,-0.05214481,0.532910787
MATN1,-0.041323155,0.5330002
PWP1,-0.069340214,0.533134378
DEFB119,-0.032874262,0.53333579
GOLGA2P11,-0.059325619,0.533430118
RAB3C,0.039099857,0.533447346
NEFL,-0.029203976,0.533468693
LCE3A,-0.041477321,0.53350425
OR4C3,0.041579429,0.533615622
KDELR1,0.045727821,0.533641259
LINC02961,-0.044606226,0.53366864
CAGE1,-0.033524488,0.533822146
C5orf63,0.101196119,0.533893166
LOC100996333,0.052765774,0.533895036
ZNF700,-0.057366607,0.534011602
ZNF420,-0.074726964,0.534128819
TAS2R10,-0.080028095,0.534258162
SLC7A13,-0.031028429,0.534284955
DTX3,-0.035453,0.534523047
CCDC126,-0.081490988,0.534738326
MIA2,0.049531786,0.534741201
SAR1B,-0.085012357,0.534755495
MUS81,0.033154774,0.534810204
GUCA1C,-0.038511381,0.53482796
SAT1,0.060117976,0.534850292
FKBP6,-0.040112429,0.534866317
C19orf44,-0.027999893,0.534883193
PPP4C,-0.047367167,0.534892048
USP4,0.059719167,0.534948325
RETREG2,0.047626048,0.535083329
CCDC146,0.101628143,0.535249447
YBX3,-0.069432143,0.535310163
RPS7,0.136373333,0.535317573
KRTAP6-1,-0.041787893,0.535400914
TMEM201,0.025025071,0.535409609
GPATCH2,0.05183231,0.535427098
TBC1D29P,0.047471464,0.535550691
ATP6AP2,0.047002381,0.535586562
BPI,-0.170450214,0.535601516
U2AF1,-0.033758405,0.535695148
KIF6,-0.034484345,0.535708374
OR5J2,-0.038283238,0.535750281
MCM6,0.059209536,0.535838055
PSMG1,-0.041936417,0.535881283
RWDD1,0.076603274,0.535906641
KLC2,-0.027987131,0.536052416
VPS36,-0.072385643,0.536055467
ASMTL-AS1,-0.040561083,0.536074008
MINAR2,-0.03319475,0.536079751
BABAM2,0.036179964,0.536096038
RPL26,0.239230226,0.536146899
SEZ6L,0.033646548,0.536377644
CYP11B1,-0.046898583,0.536527745
CTNNA1,0.066003143,0.536555796
TTLL13,-0.047035798,0.536610741
MCTP2,0.074622988,0.53703221
LONP2,-0.0566235,0.53714787
FANCF,-0.08788931,0.537216986
CLINT1,-0.047711464,0.53747835
SPPL2A,-0.0378075,0.537512151
GABPB1,-0.045444536,0.537893345
TIMM17A,0.073070726,0.537912651
OR13C4,-0.048098762,0.538039567
FLYWCH1,-0.035972286,0.538074608
KRTAP10-3,-0.04299881,0.538122221
SLIT1,-0.035420238,0.538256535
SLC25A46,0.061592655,0.538345065
CCDC141,0.060010988,0.538374044
TADA2A,0.075077548,0.538390084
TMX3,-0.079750464,0.538463493
GPR75,0.042941738,0.538499939
PTH,0.033951167,0.538647502
LOC102725117,-0.029504917,0.538729281
DIRC1,-0.039099643,0.538798496
KCNH6,-0.039190643,0.538851248
PFDN4,0.102216024,0.539005574
PGA4,0.093793119,0.539147998
CPO,0.028106464,0.539205672
GP1BA,0.125807643,0.539293669
VPS13B,-0.03279756,0.539529343
ZNF197,0.043421893,0.540446724
PTPRE,0.048635417,0.540612967
MMP25,0.094339655,0.540797653
NUAK1,-0.03758369,0.540994727
WHAMMP1,0.050856821,0.54102502
MYBPC2,-0.03584381,0.541087825
FOXN3-AS2,-0.028631524,0.541177774
OSBPL7,0.027716607,0.541279523
STRCP1,-0.04662356,0.541286413
RRM1,0.066907571,0.541369707
ADCY9,0.05088206,0.541520374
DNM1P46,0.105609119,0.541539509
REPS2,0.108166929,0.541879394
SIGLEC15,-0.031994738,0.541960581
SNORA24,-0.128726167,0.541999231
FAM13C,-0.032460238,0.5420077
KNCN,-0.040764226,0.542062883
LSM2,0.049417964,0.542142231
LARP4,0.070809131,0.542239695
LOC401281,0.06667231,0.542339636
GOLGA6C,0.026466345,0.542382861
EFEMP2,-0.041562071,0.542471352
STX7,-0.053265333,0.542514488
HHLA1,0.029704833,0.54256492
TMEM154,-0.05847631,0.542799983
FLJ44477,-0.048714595,0.542800414
CDADC1,0.048732667,0.542843758
LSS,0.052654929,0.542859659
SLC25A3,0.042512333,0.542949032
RALGAPB,0.029618524,0.543001892
GAB1,0.034239429,0.543353479
CALU,0.075012131,0.543387806
NUP37,0.06933894,0.543484353
SLC25A23,-0.025239512,0.543522193
LBH,0.077945964,0.543534464
DSP,-0.04254669,0.543671167
ENPP5,0.107562429,0.543750676
PTGR3,0.057437762,0.543783293
TMEM255A,0.059672988,0.543865607
SPIN2A,0.043501702,0.543998378
CEACAM4,0.091209595,0.544122964
EDN1,0.037788214,0.544248868
TUBB4A,0.042925107,0.544253413
LYSMD4,-0.03681444,0.544352718
SLC25A34,0.037355202,0.544361605
LOC100130815,0.036473119,0.54437441
NUP50,-0.0490275,0.544482752
DUS4L,0.03922831,0.544488635
TGM3,0.065254571,0.544526263
RASSF7,-0.030392821,0.544612316
GMNN,-0.045876417,0.544626395
ASF1A,-0.098511464,0.544667183
FLJ90680,-0.038116381,0.544734988
LOC729603,0.074590643,0.544895409
HSDL2,-0.090962655,0.54499808
SGPP2,0.057169357,0.545067187
METAP1D,0.043606452,0.545167727
UTP14A,0.057432405,0.545245893
TPMT,0.09950525,0.545249747
SLC28A2,-0.028143226,0.545361064
KRTAP20-4,0.038599012,0.545416151
MIR136,0.035744298,0.545448927
OR52J3,-0.034762964,0.545778644
SLC25A13,0.043045929,0.545935105
LRRC7,-0.050365679,0.546019879
PPL,-0.036008131,0.546111554
KDM5B,0.057095024,0.5462749
TMEM169,-0.035458214,0.546303103
NT5C3A,-0.052282857,0.54630801
SUGT1,-0.07351581,0.546380487
TLK1,0.036472595,0.546409492
CST13P,-0.030133476,0.546448686
UBE2R2,-0.046070952,0.54648319
ARV1,0.088069595,0.546486418
AKIRIN1,-0.030535833,0.546605306
GRPR,-0.037579333,0.546652584
LOC100130916,-0.039954274,0.546791663
ENOX1,0.033868083,0.547079838
PELI2,-0.061393774,0.547553253
TOPBP1,-0.039658333,0.547755427
SLC9C1,-0.022933405,0.548011657
KIF27,-0.088541488,0.548019152
TBL1Y,0.037786417,0.548202245
UPK1B,-0.04487981,0.548202811
OR9Q2,-0.03569519,0.548205193
KATNAL2,-0.028554083,0.548351084
EXD1,-0.034668131,0.548427665
MFSD1,0.053489381,0.548434739
BCORP1,-0.094566321,0.548834573
MRPL48,0.074588202,0.548849656
ZNF391,0.051157571,0.549054811
TTL,0.034789595,0.549231901
BBS7,0.061841619,0.549281964
BRD7,0.046827988,0.549422625
PLEKHH1,-0.027309393,0.549479155
ZFP69,0.042424464,0.549512125
LCE1A,-0.034808333,0.549612714
RPH3AL,-0.035002952,0.549619569
OR6B1,-0.04669169,0.549777187
MYL1,-0.036430345,0.549794742
OAS2,0.19370725,0.549817013
CENPP,0.042785143,0.550079728
ATP11AUN,-0.033562417,0.550087234
TRAPPC2,0.047428381,0.550130858
TRAPPC6B,-0.056720917,0.550148393
ZNF530,-0.02811769,0.550325299
BST2,0.118253845,0.550341598
KDM4C,0.062753655,0.550355141
ZNF829,0.051949083,0.550444003
PAGE1,-0.040377369,0.550504881
AHSA1,0.041089262,0.550596558
TBX18,-0.036562143,0.550639823
SYT17,0.045009548,0.550718612
DUOX1,0.031106167,0.550874145
FAM118B,0.059835012,0.551064387
HMGN4,0.037820262,0.551092103
ITGB1BP2,0.02948125,0.551220083
FAM138D,-0.034032298,0.551221423
NBPF3,0.03318394,0.551247519
CALHM5,0.053895143,0.551252988
TRMT2A,0.023508536,0.551335715
SETD1B,0.047886702,0.551370634
FST,-0.039618119,0.551448103
SLC15A4,0.055369762,0.551455666
MAP2K6,-0.094168905,0.551561827
ARMCX3,0.033513131,0.551596611
CCNT2,0.040876512,0.551654594
ZFAND6,-0.080411107,0.551657707
TAS2R45,0.1391005,0.551659658
CITED2,0.035902202,0.551733999
MS4A12,-0.035421952,0.551963139
JAG2,-0.028544369,0.552092597
SMCO1,-0.030727286,0.552226938
LOC254028,-0.039416512,0.552260523
CPXM1,-0.038019738,0.552358307
ABCD2,0.139063333,0.552566776
IL27,-0.034300143,0.552713631
CDH13,-0.033301679,0.552834465
SGCE,-0.035652202,0.553282468
TXNDC2,-0.038579452,0.553357707
PYCR2,0.03789425,0.553365741
MON1A,0.027197452,0.553465924
RAB37,0.036421107,0.553498731
EFCAB3,-0.031277095,0.553517346
NMNAT1,0.048931393,0.553646386
GAN,0.046687512,0.553689552
NETO2,0.057364917,0.553793699
RPF1,0.084908119,0.554024734
VKORC1L1,0.054522512,0.554038569
RB1,0.043970464,0.554104806
SERBP1,-0.080189238,0.554200143
TPRA1,0.025696202,0.554361932
OR7A10,-0.030870964,0.554590717
CNTNAP1,-0.02791331,0.554696791
LYSMD3,0.039197405,0.555021534
KRTAP20-1,-0.0415495,0.55522821
SLC25A53,-0.044204429,0.555305922
LINC01446,-0.035099417,0.555357775
PDE4D,0.053506607,0.555478796
GBP7,0.037690452,0.555504237
THEGL,-0.081264679,0.555569916
FCER2,0.111061643,0.555579754
H4C8,0.097427488,0.55558881
SLCO2A1,-0.038505179,0.555713088
LCE1E,0.045424417,0.555724693
SLC29A2,0.028274429,0.555794072
DDX28,0.032183405,0.555966232
KRT18P55,-0.026573298,0.556070892
CYB5R3,-0.054676048,0.556090742
LEMD1,-0.035577345,0.556206363
ANKRA2,-0.056419583,0.55630813
ERV3-1,-0.094814167,0.5564768
SAMHD1,0.090534286,0.55647705
C20orf173,-0.040650607,0.556534339
SERPINA10,-0.035356774,0.556621764
HENMT1,-0.048871583,0.556669289
FAM209B,-0.063917202,0.556689645
FAM199X,0.028244976,0.556805267
SOX13,-0.030193333,0.55685238
VPREB1,-0.043168643,0.556975086
SAAL1,0.066587524,0.556995877
CMSS1,-0.064845595,0.557010496
SPRR2D,-0.041481714,0.557010531
PCDH19,-0.034342988,0.557148616
SUCLG2,0.073638619,0.557165291
CTPS1,0.061221476,0.557329779
SMAD1,0.075515298,0.557345964
TRMT11,0.080825571,0.557473744
NTAQ1,0.058843536,0.557727236
ARHGEF28,-0.031302988,0.557818795
NRIP2,0.03371831,0.5579205
MAL2,-0.032552631,0.557984213
SCARNA4,0.05193669,0.55814897
GAS8-AS1,-0.034509702,0.558213836
BRMS1L,0.030153964,0.558478464
CDC5L,-0.049048905,0.558490041
ERVFC1-1,-0.049170345,0.558500848
ZNF563,0.059938345,0.558596771
LOC101929773,-0.039155988,0.558708659
ANKRD26P1,-0.031128571,0.558770348
NARS1,0.047709048,0.558807084
YJEFN3,-0.032890095,0.558918064
RAB43,0.048713619,0.559020729
C16orf95,-0.026389988,0.559089615
SPATS1,-0.036184571,0.559110679
ZBTB6,0.037166274,0.559153314
TBC1D10B,-0.034110583,0.559208998
FLVCR1-DT,0.062184726,0.559274115
CNGA2,-0.040913667,0.559413797
GJB6,-0.033671881,0.559419429
FGF2,-0.033424833,0.559587049
CNEP1R1,-0.053794988,0.559609083
CRB2,-0.038584762,0.559650517
ZNF800,0.034720952,0.559789903
SCARNA8,0.048021476,0.559845129
SH3BGRL,-0.037393095,0.559891021
FAM131A,-0.036309583,0.559901052
ARHGAP18,-0.073234821,0.559939723
KLHL11,0.036137095,0.559940134
OAS1,0.196137357,0.560055901
LOC100291105,-0.032193714,0.560286153
FTH1,-0.024050357,0.560334175
KRT5,-0.032761667,0.5604059
ZNF518B,0.045210631,0.560497916
MSC,-0.080010119,0.560562251
CIB1,0.030196595,0.560583536
SESN1,0.079613881,0.560606688
FN1,-0.043924036,0.560672207
SH3BGRL2,0.143534202,0.560681678
RPUSD1,0.025231083,0.560912826
ARHGAP10,0.04827156,0.561182907
CDC42EP1,-0.037648607,0.561209709
EMC9,-0.026117929,0.561376081
MEGF8,-0.045476429,0.56148669
ANGPT1,-0.084064286,0.561502254
HIKESHI,0.053479226,0.561665806
NAPRT,0.05429675,0.561705394
CCDC167,-0.05938975,0.561764922
SLC26A4,-0.031573857,0.56177483
PHF24,0.069557869,0.561871088
SCUBE1,-0.035794833,0.561978137
CECR2,-0.037150167,0.562099569
NSMCE2,0.06388631,0.562110474
MINDY2,-0.061033429,0.562178337
FXR1,-0.059004214,0.562183782
FBXO15,0.026327036,0.562325537
CYP1B1,0.092525464,0.562459851
TMED10P1,0.047528726,0.562482538
RAB2A,0.042550893,0.562528268
ZNF674,0.057426643,0.562548308
TTC23,-0.032439548,0.562624561
TSHR,0.027057917,0.562746559
GVINP1,0.076110833,0.563102422
CORO2A,0.048878667,0.563137004
CAPN13,0.041008274,0.563411136
C3orf52,0.036574071,0.563519322
ZNF682,-0.070499583,0.563646397
DPT,-0.029074226,0.563700752
HLA-DQA1,0.147456905,0.563756525
FDX2,0.029562631,0.563883956
DYNLT1,-0.077849179,0.563888761
RASSF3,0.055757964,0.563909078
OSBPL8,-0.056433452,0.564167421
OR51G1,-0.040106738,0.564318976
WDR24,0.024499131,0.564358914
ZDHHC11,-0.035711321,0.564384856
LOC401554,-0.03546656,0.564404047
HHAT,-0.0332395,0.564545678
PNKP,0.036015369,0.564792056
SNORA23,0.141082667,0.565094486
INTS6,0.040400762,0.56510529
EXO5,0.056665571,0.565126249
CD300A,0.057975595,0.565214224
SNORA6,-0.057273405,0.565326904
ZDHHC8,0.02024806,0.565403791
SLC44A4,0.062334464,0.565574157
RSBN1L,-0.048462214,0.565688368
SPSB3,-0.036629381,0.565770914
PRPF6,0.043217798,0.565877878
SNORD78,0.133897405,0.56611316
ADGRF5,-0.031219905,0.566200901
FRMD3,0.076293536,0.566228767
TRUB1,0.068638881,0.566260432
TNS3,0.053923393,0.566539852
FLJ37035,-0.031780929,0.566568
NAPSB,0.095970238,0.566771416
EMP1,-0.055664929,0.56684133
CUL1,0.073877143,0.566892357
IFI16,0.051746548,0.566930539
LOC100034248,-0.058885179,0.566934837
ACAP2,-0.044009881,0.56698251
MCF2,-0.027334202,0.567291222
SLC36A1,0.068056,0.567409796
CATSPERB,0.054986536,0.567563402
RNFT2,0.029589583,0.567598881
ARHGEF6,0.050037333,0.567604106
ZXDB,-0.054221595,0.567736611
RPAP3,0.0683645,0.567898345
KRT12,-0.031913357,0.567990908
PRMT8,-0.028346988,0.568234549
ZNF622,0.034497714,0.568277017
MT1M,-0.040045881,0.568772623
TMEM63C,0.086272869,0.568972609
FBXW8,0.056898714,0.568976562
SLCO1B3,-0.040519512,0.569390648
ITGAE,-0.020575524,0.56939085
CCDC32,0.057760321,0.569450277
IQCK,0.039973845,0.56945555
IFNGR2,0.03719119,0.569493282
METTL25,0.053638845,0.569562341
DHX37,0.024521381,0.569726935
KCNQ5,-0.058856333,0.569740766
AAMDC,0.032948952,0.569992169
TBC1D9,0.075846988,0.570232199
PHYHIPL,0.027078286,0.570434817
NFIL3,-0.08496219,0.570591257
PDE6B,0.02617894,0.570610606
RNF133,-0.034941607,0.570622453
KNTC1,-0.045280726,0.571121402
CLEC19A,0.03780419,0.571173176
DUSP10,0.056124714,0.571181847
ZWILCH,-0.064223298,0.571285742
ANO5,0.056136429,0.571312866
TNK2-AS1,-0.037826369,0.571394435
ACAP3,0.023839405,0.571413812
ELMO3,-0.03114644,0.571464499
EML5,0.045149512,0.571472642
CDCP1,-0.032984583,0.57150865
MYH9,0.073346429,0.571539176
TP53I11,0.061318107,0.571597313
HTATSF1,0.0715195,0.571682208
CMA1,-0.037863667,0.571690833
SEPTIN2,0.038316476,0.571725144
TCL6,-0.051932238,0.571835601
DRICH1,0.037107619,0.57189896
PHOSPHO2-KLHL23,-0.041237679,0.571957219
PRPF4B,0.056153143,0.572017466
MCM3,0.05652569,0.57209331
DLK2,-0.032064524,0.57217641
RUNDC3B,-0.043949274,0.572251316
IFIH1,0.14729069,0.572296771
GSDMA,-0.040585774,0.572420619
CRTC2,0.03557119,0.572455989
SCARNA7,0.152288155,0.572534134
CASP8,-0.036739048,0.572616422
PTK6,-0.029393119,0.572632936
METTL26,0.028659214,0.572890399
POLR1H,0.062325512,0.573080996
TMEM8B,0.02579769,0.573099809
CPNE6,-0.028563786,0.573344685
ZHX1-C8orf76,0.058782917,0.573423998
LLCFC1,-0.054933036,0.573787222
VIM,0.036875595,0.574036411
OR2M3,-0.029987012,0.574050675
PLOD1,0.058195298,0.574074144
CNPY2,-0.044141429,0.574134475
TMBIM6,0.02794119,0.574228792
VAT1,-0.037074321,0.574311292
OR4P4,0.029828393,0.574501286
PIP5K1P1,-0.032304619,0.574538703
SPRR1B,0.034240179,0.574558927
KCNT2,-0.03535731,0.574625805
OR5P2,0.030277857,0.574774061
OR1L4,-0.030514024,0.574984677
EPHA7,-0.027878036,0.575026603
STX3,0.06059619,0.575177051
TMEM144,0.098918131,0.575196162
CDH26,-0.038648298,0.575319577
GPN1,0.059910738,0.57566551
ADGRG4,0.02791631,0.575761764
SLC34A3,0.028063119,0.575776644
MCPH1-AS1,0.034441762,0.575837624
ZNF131,0.064334226,0.575845041
VWA7,-0.038385619,0.575867596
LINC02249,-0.041143595,0.575999095
TMTC1,0.212204976,0.576001375
CHN2,0.082015393,0.576156454
MIR133A1HG,-0.03437281,0.576350577
PDHX,0.04764594,0.576381445
IFNW1,-0.037485786,0.576406966
SMC5,-0.063912083,0.576468232
MFF,0.037071321,0.57672762
FAF1,0.058517929,0.576779742
TIGD3,-0.056869381,0.576829681
HAS2,-0.033146107,0.576862175
SRSF6,0.047752952,0.57708953
RSRC2,0.039511024,0.577103224
PFKFB2,0.149658131,0.577159656
ARMH1,-0.032939619,0.577279016
LIN7C,0.07110844,0.577300475
ANGPTL6,-0.03561044,0.577331127
ZC3H12D,-0.028718988,0.577395085
CAND1,-0.075153131,0.577413122
P2RX2,-0.032201714,0.577597679
PCAT18,-0.037173238,0.577721729
ALCAM,-0.071291214,0.57775522
IMPA1,-0.045567381,0.577765072
RRN3,0.066710464,0.577778318
PIK3AP1,0.073771262,0.577837274
TTTY6B,-0.036774631,0.577869391
MORN2,0.066092881,0.577992858
ZBTB7B,-0.037166595,0.578003526
CYLC1,-0.022742,0.57819243
PKIB,-0.024429821,0.578244831
INTS8,-0.041037786,0.578320949
SNORD8,0.057871226,0.578634136
C22orf46P,0.021884952,0.57874216
OPA1,-0.053192571,0.578855198
BAIAP2,0.040452476,0.578866161
TASOR2,0.058341417,0.579106684
RNASE9,-0.040879,0.579197241
DIPK1B,-0.035778619,0.579336972
NOX3,-0.034747464,0.579545669
KLF10,-0.059976345,0.579599965
STK38L,-0.042287381,0.579707828
