Name_GeneSymbol,Value_LogDiffExp,Significane_pvalue
TRDN,-0.100594452,0.056865716
LRRC55,-0.100614107,0.217237772
CDH15,-0.100622917,0.076395735
NMNAT3,-0.100631167,0.110934693
DYRK1B,-0.10063244,0.079388736
TYR,-0.100635286,0.140211998
LDLRAD2,-0.100659714,0.066416333
SEMA6B,-0.100664964,0.104355351
TRO,-0.100667607,0.107649676
AVP,-0.100680917,0.081503581
RGS4,-0.100686595,0.026361704
NBPF7P,-0.100704071,0.069178346
RPUSD2,-0.100706214,0.075107498
MUC2,-0.100709976,0.062066501
CHMP1B,-0.100746714,0.358153092
ADAM17,-0.100872917,0.478400546
SNORD114-6,-0.10088325,0.017320999
UPK1A,-0.100903571,0.066095852
RNASE1,-0.100912917,0.324133807
SPACA1,-0.100934702,0.020892355
CHST3,-0.100941393,0.176498696
PANK3,-0.100984952,0.14353398
C9orf163,-0.100985488,0.102200853
RBFOX1,-0.101007024,0.062352371
COL20A1,-0.101016762,0.056029778
AIFM2,-0.101018905,0.080105127
SLC2A11,-0.101019012,0.058465005
SH3RF2,-0.101044893,0.172846866
MIR1-1HG,-0.101052238,0.164713019
OR2H2,-0.101093107,0.247454582
UMOD,-0.101125964,0.122818511
DRC1,-0.101223536,0.051793647
NSD3,-0.101263095,0.058994689
ZNF14,-0.101265036,0.530004192
PKD1L2,-0.101267952,0.039321574
RAB40B,-0.101355024,0.039205791
RAD51,-0.101434,0.202222228
TAS1R1,-0.10150481,0.05179413
MGAT4C,-0.101533881,0.029817895
LINC01699,-0.101558202,0.141028567
OR4A47,-0.101590786,0.1004313
LOC107984066,-0.101620202,0.101705117
MYH7B,-0.101624107,0.106671307
FOXJ1,-0.101624464,0.113103162
SPMIP6,-0.101636798,0.156331358
ADAMTS6,-0.101638226,0.052468143
UPK3A,-0.101654786,0.090782877
LCN10,-0.10166981,0.069978145
ATP6V1C2,-0.101677917,0.194108835
ADAM7,-0.10170231,0.038450055
C19orf67,-0.101707179,0.088648528
CELA1,-0.101715083,0.120705002
SLC13A2,-0.101715679,0.099833973
SYT12,-0.10173081,0.101163711
DEFB108B,-0.101730988,0.109527159
FLJ13224,-0.101735143,0.068024669
UTS2R,-0.101752869,0.138092537
IGF2BP1,-0.101752988,0.039121783
LOC100129434,-0.101760583,0.086561818
SNORA70C,-0.10177206,0.093453146
LOC202181,-0.101776488,0.227510879
SNORD33,-0.101811071,0.281674855
OTUD3,-0.101821167,0.040683796
SNORA80B,-0.10182506,0.178746627
ICAM5,-0.101841607,0.116952397
ASPG,-0.101850964,0.117567994
DLL1,-0.101870274,0.073891127
ID4,-0.101878238,0.145774149
AMER2,-0.101932702,0.022050437
MLXIPL,-0.101937702,0.12929743
KRBA1,-0.101946071,0.056046606
GABRE,-0.101976429,0.086549182
LOC392364,-0.102059429,0.229368468
SUN5,-0.102118952,0.110195329
RFPL3,-0.102124548,0.070210093
GLDC,-0.102139786,0.250226477
HCN4,-0.102153833,0.051710398
COL4A5,-0.10215594,0.041449915
RAET1E-AS1,-0.10217081,0.15296854
SNORD114-2,-0.102178524,0.12892099
WNT11,-0.102197417,0.063510942
SP8,-0.102199702,0.096126104
SOST,-0.102215845,0.127513547
DNAH10,-0.102217464,0.034761629
SLCO1A2,-0.10222125,0.07271199
DPP6,-0.102236452,0.063493627
FOXF1,-0.102251786,0.120345192
ZNF747,-0.102260452,0.054342215
ACP7,-0.102286429,0.139969701
CABP7,-0.102291179,0.116502377
BLID,-0.102323155,0.08305556
THOP1,-0.102365,0.028973179
CNTN2,-0.102384345,0.077206207
TALDO1,-0.102397619,0.136442134
CLCA1,-0.102441071,0.040501303
FNDC11,-0.102529107,0.092152332
PLCE1,-0.102557857,0.079514765
TBKBP1,-0.102562548,0.221012014
PIWIL3,-0.102601917,0.040070035
LHFPL1,-0.10262475,0.060575196
SLC7A14,-0.102637607,0.104200077
WASF3,-0.102655726,0.188593029
A1CF,-0.102697679,0.023139463
ADRA2B,-0.102698917,0.061603054
CTAG2,-0.102728893,0.131740555
MYO10,-0.102737857,0.258864101
SLC47A1,-0.102745345,0.21011259
ZGRF1,-0.10275125,0.129100742
SLC16A11,-0.102773464,0.086089309
FETUB,-0.102786214,0.066218342
SNORD115-33,-0.102789964,0.017561611
CATSPER1,-0.102803476,0.02301511
LOC729866,-0.10280925,0.10842
SLC2A12,-0.102810405,0.015033662
OAZ1,-0.102827024,0.033528011
RNF183,-0.10287956,0.095627593
PRR27,-0.102902036,0.03598443
EID2,-0.102923155,0.035410506
PTGDS,-0.102924964,0.149329275
SPCS1,-0.102931798,0.15648131
RTL5,-0.102943583,0.048311774
TEX11,-0.103008917,0.025148948
CLDN16,-0.10303481,0.066855446
UBE2D2,-0.1030775,0.051669127
SERPIND1,-0.10307869,0.049714502
GBX2,-0.103102107,0.097274375
TTTY2B,-0.103103167,0.175921544
USH1G,-0.103112536,0.074213657
RMDN2,-0.103119345,0.309993758
GIPC3,-0.103157595,0.185503964
PPCS,-0.103160607,0.053858796
MIR184,-0.103160714,0.081313435
TBC1D26,-0.103167524,0.080036376
NCS1,-0.103184286,0.140804936
MAT1A,-0.103194393,0.11335923
ISLR,-0.103195845,0.150093985
RASGEF1A,-0.103202083,0.390092132
TFAP2A,-0.103205679,0.054936103
DAW1,-0.103242667,0.055387109
COX7B2,-0.10324481,0.062943703
CSF2,-0.10325194,0.046403755
MAPK10,-0.10326075,0.054484572
STEAP1,-0.103289071,0.067778576
KLF1,-0.103350393,0.49891453
KIF19,-0.10336406,0.091804111
S100A4,-0.103384393,0.173052436
PDE6A,-0.103408952,0.082058214
CDCA3,-0.103409607,0.11269127
SBSN,-0.103499107,0.119368598
OR13F1,-0.103500286,0.104988573
LOC105369209,-0.103518893,0.108672483
BAIAP2L2,-0.10351925,0.059336503
EPHA5,-0.103526595,0.031394751
FBXO9,-0.103531988,0.417588591
LOC100287728,-0.10353519,0.484190566
DDTL,-0.103645095,0.067782737
B3GNT4,-0.103664893,0.115927245
PLAAT2,-0.103682214,0.159633293
COL19A1,-0.103683155,0.244179512
SLIT3,-0.10369131,0.058013
CD38,-0.103697548,0.522568906
MT3,-0.103745095,0.165987089
TLN2,-0.10381119,0.106836515
OR52A4P,-0.103857155,0.102149394
INSM1,-0.103882607,0.099411276
DOC2A,-0.103882905,0.078279922
ZNF80,-0.103903679,0.282422432
OPN1MW2,-0.103909012,0.099469831
VN1R3,-0.1039785,0.133652013
SORBS2,-0.103994893,0.061982264
ZNF385B,-0.104020131,0.125100493
COL4A4,-0.104020679,0.058061183
TBX6,-0.104033988,0.081800592
FRG1JP,-0.104048571,0.337654205
UBE2DNL,-0.104060476,0.116733888
RGS16,-0.104079917,0.092515876
NXT1,-0.104104595,0.046632218
COA6,-0.104114429,0.366065028
ABRA,-0.10412706,0.057451813
CPAMD8,-0.104152262,0.039234831
SHF,-0.104157905,0.038737005
FDXR,-0.10417081,0.055097829
SERHL2,-0.104184536,0.111586021
KATNBL1P6,-0.10418625,0.450505727
NOVA1,-0.104188202,0.019987885
PTPRB,-0.104193536,0.061567803
RSPO3,-0.104197512,0.097058904
GPRASP3,-0.104208762,0.061143406
BARX2,-0.104226702,0.121876819
ALK,-0.104231429,0.115809632
ZNF668,-0.104289298,0.079660352
MTARC2,-0.104289619,0.086387495
MN1,-0.104300631,0.094637667
PYY2,-0.104312226,0.143830249
ALPG,-0.104343714,0.121049801
ECEL1,-0.104351893,0.171628732
LAMA4,-0.104386857,0.080847208
SESTD1,-0.104404452,0.465251584
HTR4,-0.104489964,0.036064774
SPATA31D5P,-0.104495988,0.081226388
ATP6AP1L,-0.104507286,0.156272812
RAB3B,-0.104517893,0.106801422
MASP1,-0.104567976,0.059435224
SCGB1D4,-0.104571833,0.067222378
VSNL1,-0.10458119,0.110607375
ASGR1,-0.104626702,0.12334913
CATSPERE,-0.104628821,0.009573637
ASPDH,-0.104641274,0.062604622
SPMIP5,-0.104643976,0.111509821
LOC100131826,-0.104674667,0.182073588
TEN1-CDK3,-0.104686619,0.028673301
TSPAN10,-0.104687131,0.099550354
TCP10L,-0.104702976,0.076600497
MIR326,-0.104715524,0.15631797
RGR,-0.104721012,0.050411062
WNK2,-0.104773714,0.054945136
CRLF3,-0.10478625,0.156801641
MIR302B,-0.104802083,0.040751208
G0S2,-0.104806679,0.16090353
EYS,-0.104810679,0.076227689
LOC401127,-0.104815298,0.086711328
GMCL1,-0.104835417,0.206589975
KMT5A,-0.104847095,0.207676068
HDGFL1,-0.104848548,0.10196873
GALNTL6,-0.104875762,0.058108469
OR5K3,-0.10489606,0.058018187
RSF1,-0.104910976,0.2112999
RYR3,-0.104922536,0.044793344
POLR3G,-0.104933333,0.169743895
LY86-AS1,-0.104935024,0.159250508
LDB2,-0.105014679,0.114107576
GABARAPL1,-0.105014726,0.372515121
KRTAP2-3,-0.105016214,0.104666339
DEFB133,-0.105027714,0.032409663
FP248,-0.105053595,0.151008839
TMEM220,-0.10508394,0.039968582
TTC39A,-0.105123286,0.104948232
PDLIM3,-0.105131036,0.076071235
IL9R,-0.105164667,0.064146993
HSD3B7,-0.105206786,0.06687393
ZNF628,-0.105274167,0.069337017
EXOC1,-0.105286833,0.259434132
ZBTB10,-0.105306679,0.037231449
MKRN3,-0.105327917,0.132531944
MEX3B,-0.105341512,0.021653695
BRINP3,-0.105376071,0.055215175
POF1B,-0.105387048,0.043011219
LOC105375092,-0.105404571,0.159277749
CFAP45,-0.10543919,0.460728157
BAD,-0.105495012,0.027711321
CDKN2C,-0.105543774,0.085490359
LCN6,-0.105566714,0.089841431
IL20RA,-0.10558206,0.16424786
PPP1R27,-0.105674202,0.118477608
CYP24A1,-0.105701476,0.106103635
MIER1,-0.105706083,0.183716076
TMEM26,-0.105726119,0.069653926
SPMIP9,-0.10576369,0.06983571
SLC25A21,-0.105768524,0.307293676
VLDLR,-0.105770405,0.34253553
KRTAP21-1,-0.10579075,0.180144274
POLG2,-0.105810369,0.246418821
BCL6B,-0.105814238,0.056129069
CCDC198,-0.105819714,0.05610756
PPIL1,-0.105839786,0.078081978
TRIB3,-0.105864286,0.106743251
HACD4,-0.105878571,0.186898918
OR5B2,-0.105886917,0.173274966
STXBP5,-0.105889369,0.386352013
SHE,-0.10590756,0.082513937
C6orf141,-0.105908988,0.024721118
C2CD4B,-0.105935881,0.11544714
WFIKKN1,-0.10594525,0.099207322
TRIP13,-0.105948798,0.045897063
GALNT9,-0.105969119,0.041654751
SLC36A2,-0.105989893,0.025379712
PTRHD1,-0.106006,0.315585983
HEPHL1,-0.106011131,0.039455751
N4BP3,-0.106024548,0.057430244
LAGE3,-0.106028369,0.072646902
CSHL1,-0.106040119,0.0867463
LYAR,-0.106079262,0.434053566
SERPINA2,-0.106143119,0.110354892
CCKBR,-0.10614575,0.07774899
SRPK3,-0.106160286,0.059624257
RO60,-0.106164548,0.154081521
ONECUT1,-0.106193333,0.075285925
RNF19A,-0.106197119,0.145108733
LOC440300,-0.106198643,0.058019642
CYB5R4,-0.106244952,0.336068718
PURG,-0.106248726,0.054258485
CIB3,-0.106274548,0.077060439
ADH6,-0.106278202,0.02112813
SYNGR3,-0.106288536,0.115180432
FOXO3B,-0.10629631,0.446648769
GPR26,-0.106342524,0.108368626
CCM2L,-0.106396869,0.068529403
CCDC9B,-0.106408381,0.064930933
RGS1,-0.106427405,0.200780533
AGPAT4,-0.106438619,0.306466036
DDX3X,-0.106464405,0.179129463
SSRP1,-0.106473881,0.089217635
PLEKHG4B,-0.106474726,0.02730472
PBK,-0.106485905,0.090877457
HASPIN,-0.106506619,0.074023113
TMEM207,-0.106512107,0.067282957
CIRBP-AS1,-0.106539524,0.101306677
PAPLN,-0.106566345,0.03614458
LGR5,-0.106570952,0.032403434
FAM167B,-0.106576893,0.062565954
BTF3P11,-0.106585119,0.040636814
CDS1,-0.106588381,0.023449345
SSUH2,-0.106595488,0.070545092
INSRR,-0.106621702,0.103633419
ZBTB7C,-0.106627024,0.069688723
ZNRF4,-0.106630012,0.097056654
PNMA2,-0.106631679,0.055256348
TAF1B,-0.10663431,0.463649393
KCNJ11,-0.106646786,0.077018944
DLX1,-0.106685107,0.062972963
SNORA70F,-0.106706548,0.120180423
MIR135A2,-0.106717726,0.004873066
MAGEB4,-0.106721214,0.041397689
FAM9B,-0.10677369,0.025222953
LALBA,-0.106816369,0.047713608
SMIM10L2A,-0.106822012,0.13604
PALLD,-0.106840964,0.123334127
IQCB1,-0.106848714,0.437572875
SEMA7A,-0.106885321,0.103342609
ADCY1,-0.106886774,0.060094317
DBF4B,-0.106924798,0.124414912
KCNH2,-0.106925036,0.079341511
CEP170B,-0.106935036,0.087125141
PROP1,-0.106939405,0.125131621
IZUMO1R,-0.106966548,0.065501739
GABBR2,-0.106967595,0.039757606
LINC00474,-0.107035881,0.142136652
CLCNKA,-0.107040048,0.122966731
B3GNT7,-0.107046833,0.026285732
CRACD,-0.107072762,0.108072174
SHOX2,-0.107076321,0.113079602
WNT4,-0.107082214,0.059555971
FLRT3,-0.107090179,0.036077497
PCNA,-0.107104881,0.34807095
PLA2G12B,-0.107133917,0.098054158
GGN,-0.107149012,0.078955514
ITLN2,-0.10717644,0.1063355
RASL10B,-0.107179048,0.168560977
ADIRF,-0.107207881,0.084942118
NAPA,-0.107211583,0.3930019
YWHAE,-0.107264881,0.164664975
SAMD14,-0.107312536,0.166890265
LOC100421561,-0.107348667,0.311221726
FCRL2,-0.10735056,0.484316166
CDH8,-0.107351488,0.069549977
ADGRV1,-0.107354095,0.022196091
SYT9,-0.107417655,0.054573787
ZCCHC3,-0.107429071,0.042422255
CNTN1,-0.107445619,0.1104804
CYS1,-0.107455476,0.077916179
CCDC106,-0.107462571,0.052693163
TKTL2,-0.107488774,0.099972031
MAOB,-0.10749406,0.276120542
NINJ2,-0.107495571,0.375080843
ABCA12,-0.107532512,0.044885952
FAM163B,-0.107532714,0.04433032
TRIR,-0.107540345,0.039431441
LOC100288254,-0.107542286,0.058451114
ZIC3,-0.107544071,0.044825403
ASB18,-0.107549012,0.105605306
ARHGAP33,-0.107553798,0.035440826
TFF2,-0.107565774,0.111591549
TSN,-0.10757581,0.194072213
FBLIM1,-0.10758156,0.086898582
ECHDC3,-0.107592881,0.590670367
GPR25,-0.107649774,0.061653748
SGO2,-0.107677571,0.091834536
CAVIN3,-0.107687286,0.099963993
SLC5A12,-0.107689071,0.097868098
NAA30,-0.107689905,0.112739649
SAP18,-0.107706048,0.042621926
FAM83C,-0.107750595,0.154974435
FBXO47,-0.10778106,0.03665853
ANGPTL4,-0.10779906,0.036631681
TRARG1,-0.107838131,0.083244545
ATP2B2,-0.107843381,0.06012836
PC,-0.107866095,0.06921207
ATAD3A,-0.107907131,0.069378964
RASAL1,-0.107946762,0.138410089
SEC1P,-0.107957571,0.140726446
TMC2,-0.10796981,0.038770081
CACNG5,-0.107981417,0.116764865
CACNA1B,-0.107982893,0.084604289
LIPG,-0.108001643,0.114279656
PYGO1,-0.108007167,0.086499914
THAP10,-0.108008274,0.049073488
FLT4,-0.10804756,0.052270133
CALY,-0.108071762,0.090668537
BNIP3L,-0.108075357,0.047327759
H1-10,-0.108097988,0.073093251
CIZ1,-0.108108417,0.147555249
PDE8B,-0.108157845,0.170803328
ABCA4,-0.108170036,0.024107039
CCT2,-0.108194536,0.471324
TTR,-0.108212286,0.081519734
ADAMTS8,-0.108234595,0.092446302
USP26,-0.108239226,0.025026358
RAMP2-AS1,-0.108250048,0.028162188
MYO15A,-0.108273726,0.059420424
CPEB1,-0.108277155,0.06155125
CCDC140,-0.10828319,0.083241411
LCN15,-0.10828925,0.102951957
TEX13B,-0.108337655,0.05976762
BRIP1,-0.108383214,0.42191367
WNT2B,-0.10839369,0.038610925
AP1S3,-0.108406155,0.282781206
MAP6,-0.108418405,0.092502417
SMIM45,-0.108439905,0.120252967
SYCE1,-0.10844331,0.026700893
GLUL,-0.1084475,0.081855419
GPM6B,-0.108476321,0.028267283
ARHGDIG,-0.108527321,0.045416872
ZFHX4,-0.108536286,0.039311214
IWS1,-0.108537536,0.173720165
GAL3ST1,-0.108599833,0.053559303
DSG2,-0.108608393,0.057382191
STK33,-0.108615845,0.03056276
ZCRB1,-0.108621845,0.526779848
LURAP1,-0.108644262,0.06494352
B3GALT5-AS1,-0.108649024,0.130426988
ISG15,-0.108655452,0.497722171
LINC00671,-0.108683024,0.122443242
PHYHIP,-0.108702238,0.052535037
MAPK8IP2,-0.108704,0.056293491
CIMIP4,-0.108708857,0.159036507
PRR30,-0.108728214,0.082101579
KCNH7,-0.108745512,0.109790688
MIR124-1,-0.108783286,0.059259126
VN1R5,-0.108817679,0.073793966
PRSS42P,-0.108883536,0.072631098
PDCD5,-0.108889274,0.102083393
CD22,-0.108890036,0.668179347
LOC338797,-0.108907452,0.138877865
AR,-0.108935274,0.05309068
OR6K3,-0.108938214,0.202038001
POLR2J,-0.108954893,0.08964867
TM6SF1,-0.108977131,0.47485289
SHANK2,-0.108986095,0.06060938
TNNI2,-0.109000536,0.032024943
CHST8,-0.109006012,0.053441996
TRPC2,-0.109009738,0.09315875
SULT1C4,-0.109010095,0.107402065
FHAD1,-0.109014202,0.017869894
PPY2P,-0.109056714,0.131559817
ABHD17C,-0.109058964,0.012068117
CLEC3B,-0.109084845,0.042166814
MST1,-0.109101917,0.074737536
RSPH10B2,-0.109104333,0.065718523
OR4K2,-0.10910706,0.11434482
DMC1,-0.109124131,0.063115027
LOC100132014,-0.109141762,0.110092166
TP53TG5,-0.10914194,0.036086268
MIR124-3,-0.109151369,0.096504707
KIF12,-0.109165464,0.076793424
ALPK2,-0.109182143,0.106067363
PIGH,-0.109201714,0.226644659
MOCOS,-0.109236417,0.033631497
PGBD4,-0.109237619,0.170884036
OR1L8,-0.109274655,0.162051316
MATN2,-0.109282583,0.063627329
SNORA35,-0.109284964,0.06148448
OR2T27,-0.109285917,0.203431071
MYO1B,-0.10930256,0.099730922
HCRTR2,-0.109354786,0.052291832
NEK10,-0.109400083,0.008240789
HOXA11,-0.109404381,0.046252048
WDR88,-0.109415155,0.024873281
SLC35G3,-0.109455917,0.149498473
NUP210L,-0.109501452,0.115088814
TBC1D21,-0.10950481,0.148148676
MICU2,-0.10950481,0.325717547
WNT16,-0.10951794,0.020103116
UNC5B,-0.109525083,0.037618888
PPP1R1B,-0.109537286,0.077007281
STAB2,-0.10955519,0.03078977
SPAG1,-0.109569131,0.398987831
F3,-0.109579548,0.034980301
LINC00638,-0.109599345,0.045075726
LINC01547,-0.109606845,0.029236453
TOP2B,-0.109617452,0.347670549
TMEM98,-0.109620548,0.076075689
CCL21,-0.109622381,0.110060306
KHDC3L,-0.109633571,0.080270687
GCK,-0.109635393,0.057080744
KRT18P59,-0.109670048,0.108700826
RS1,-0.109673107,0.021138272
GLYAT,-0.109732845,0.08516516
RUFY2,-0.109752202,0.251907047
KRT17P5,-0.109758964,0.130884624
LACRT,-0.109770071,0.030981064
SHANK1,-0.109777298,0.058691118
DNMT3B,-0.109782179,0.072089491
FAM180A,-0.109796012,0.138542911
USP18,-0.109828679,0.708624
OSCP1,-0.109833131,0.052570906
OOSP2,-0.109833476,0.088277941
OR1I1,-0.109842905,0.090859641
FIRRM,-0.1098605,0.136737675
FBXW10B,-0.109864929,0.031188816
HUS1B,-0.10986581,0.029602812
CFAP100,-0.109888667,0.044996716
EPHX3,-0.109896143,0.130105083
RBFOX3,-0.10992694,0.054884006
TSPYL6,-0.109930881,0.075577484
SIAH1,-0.109945464,0.181541483
CYP2W1,-0.109974333,0.107295577
ELSPBP1,-0.109993738,0.04898803
CTSV,-0.110018202,0.08850251
ADM2,-0.110022536,0.092462297
PLA2G2A,-0.11002581,0.05580574
FIGLA,-0.110036583,0.053983663
OR4K1,-0.110045071,0.137535669
LRRC37A6P,-0.110134607,0.043893483
COL4A2,-0.110148357,0.081187731
TTTY11,-0.110170714,0.028939635
ZNF85,-0.11020519,0.151218722
NR2F2,-0.110218143,0.11211065
E2F4,-0.110218583,0.137698122
MARCO,-0.11024894,0.05975823
MIR137,-0.110270869,0.037174968
BNIP2,-0.110276262,0.15025736
SOBP,-0.110300917,0.042515412
CCDC178,-0.11030281,0.025091469
KLHL30-AS1,-0.110323679,0.194389922
CACNA1S,-0.110357083,0.033955692
UBA52,-0.110387738,0.02958398
C4orf46,-0.11039694,0.016477223
ADAMTS15,-0.110402,0.060079245
SLCO5A1,-0.110411726,0.052988516
C4orf50,-0.110420667,0.10278658
GNAS,-0.110438786,0.062677459
NGEF,-0.110512179,0.077082846
MYO18B,-0.110549607,0.066431825
ADAMTS12,-0.11056044,0.029603231
GATA5,-0.110584631,0.068321943
LOC101928885,-0.110610679,0.096680328
CAPN7,-0.110611667,0.216502056
GPC1,-0.110614155,0.056694095
GTDC1,-0.11062856,0.209235731
HINT3,-0.110631048,0.212078745
GPD1,-0.110636226,0.064646191
NPC2,-0.110663929,0.171661987
GLIS2,-0.110710369,0.128859855
GAGE12D,-0.110718631,0.166320893
VTN,-0.110727702,0.107297191
LINC01558,-0.110737452,0.027645028
APLNR,-0.110742702,0.110891732
TRIM59,-0.110767167,0.482284998
S100A3,-0.110785107,0.120833995
KLF15,-0.110795619,0.079792955
MYBL2,-0.110819155,0.208402083
OR8I2,-0.110836857,0.0601645
CNTN3,-0.110864738,0.07449808
IRX4,-0.11087375,0.078134664
ASAP3,-0.110873821,0.028349482
OR4B1,-0.110897321,0.07392802
SPESP1,-0.110903536,0.044751196
LOC642696,-0.110925179,0.086477254
C3orf36,-0.110949214,0.068950613
SLC45A3,-0.110987476,0.154312319
DCAF4L2,-0.111004964,0.06130499
KCNK3,-0.111020369,0.094957711
SUV39H2,-0.111036512,0.028369867
BTF3P9,-0.111037988,0.036343331
SVEP1,-0.111045821,0.030151991
LOC388882,-0.11105969,0.172264518
LOC441233,-0.11106431,0.390889511
KRTAP5-1,-0.111065262,0.144045305
RAX2,-0.111085536,0.083855973
LONRF2,-0.111090167,0.070840391
ETNK1,-0.111111679,0.1727891
SYT5,-0.111112833,0.062550073
C1orf53,-0.111122786,0.025308672
PIWIL1,-0.111140274,0.066965356
TRPC7,-0.111143179,0.061613224
FGF17,-0.111159369,0.107953122
CR2,-0.111164131,0.424148008
MYBPH,-0.11117381,0.103695727
GSTT2B,-0.111178083,0.059653949
SLC26A10P,-0.11118169,0.135966221
KRT83,-0.111198607,0.067988502
FOXN2,-0.111244095,0.104229408
CAVIN1,-0.111277107,0.083938351
FUNDC1,-0.111285226,0.100097019
GCNT2,-0.111347488,0.437762103
CRHR2,-0.111377452,0.07749842
PRSS45P,-0.111383619,0.071893608
CFAP157,-0.111398357,0.037303429
THNSL2,-0.111419571,0.11229724
CYP2R1,-0.111435821,0.295659703
LGSN,-0.111436655,0.105201925
CAP2,-0.111439369,0.043145267
GRIA2,-0.111443024,0.068149608
CCDC187,-0.111443774,0.08016178
NLRP8,-0.111445726,0.06774629
UBE2M,-0.11145019,0.07863333
GPR137,-0.111467345,0.09710793
LOC440173,-0.111498262,0.160809242
ALOX15B,-0.11149944,0.187422109
PLAT,-0.111531845,0.038108148
B2M,-0.11153631,0.136972673
NDUFA12,-0.111545179,0.330076547
LNX1,-0.111550226,0.027887456
SIX6,-0.111551536,0.065328292
RBPJL,-0.111555548,0.121022467
PRSS8,-0.111560095,0.121480743
BSND,-0.111560583,0.035379299
MIR320C1,-0.111595143,0.183858606
ANKH,-0.11160881,0.494412942
SYTL5,-0.111617631,0.04531227
NUDT16L1,-0.111650298,0.011166551
COX8A,-0.111683405,0.128719814
LINC01465,-0.111695607,0.068553166
MIR26A1,-0.111731536,0.094227808
FAAP20,-0.111738917,0.035202264
NXNL2,-0.111757619,0.126210296
CLDN3,-0.111813107,0.055976699
LINC00029,-0.111857548,0.161845478
FAM87A,-0.111858155,0.089099225
TMPRSS5,-0.111888667,0.038222796
PATE2,-0.111902298,0.050668737
F12,-0.111904833,0.080762193
KLHL33,-0.111923869,0.108661237
KDF1,-0.111953226,0.065579242
RPS19BP1,-0.111962071,0.006417947
PIEZO2,-0.111981786,0.043700703
LINC01556,-0.111985774,0.078249384
MYH8,-0.111989714,0.033180592
NT5M,-0.112025917,0.221934501
POU3F4,-0.11205575,0.047928366
ANGPTL7,-0.112061893,0.01709064
PCYT2,-0.112062905,0.010181991
EXD3,-0.112077012,0.064494546
IDI2-AS1,-0.112079512,0.093661151
TMEM132E-DT,-0.112088464,0.109357196
FADS6,-0.112093667,0.105584986
SLC26A9,-0.112094774,0.092069492
PDZRN3,-0.112095929,0.072161154
CASR,-0.112103452,0.067230688
TAF12,-0.112110631,0.090876068
MARCHF8,-0.112113571,0.367622336
ZNF503,-0.112127012,0.10229729
PPP1R2B,-0.112133631,0.006467888
NLRP13,-0.112144345,0.03664381
CCDC8,-0.11215544,0.066753392
FANCI,-0.112173917,0.234860925
ZAR1L,-0.11217875,0.009272076
LRRN4,-0.112179381,0.07234353
OPN5,-0.11218619,0.136701848
MIR124-2,-0.112194071,0.183521472
FER1L6-AS2,-0.112211655,0.080996306
ABCA8,-0.112239167,0.043152399
APOC4-APOC2,-0.112244929,0.071013732
AJM1,-0.112267036,0.080824634
SPATA31A5,-0.112272071,0.031731083
SFRP4,-0.112328321,0.017173752
ZNF835,-0.112329417,0.049701084
TNFRSF4,-0.112331226,0.07305377
LMBRD1,-0.11234444,0.259080183
AJUBA,-0.112348226,0.034714715
OR2T1,-0.112380024,0.065379037
PLOD2,-0.112389881,0.364819419
LOC101927051,-0.112453786,0.041714995
CARD10,-0.112469583,0.036400884
OR2T33,-0.112471488,0.2222605
KRTAP19-7,-0.112473,0.019352488
IGDCC4,-0.11248506,0.086819954
PDGFRB,-0.112538179,0.094471508
SLC25A4,-0.112539274,0.028141262
HSPB6,-0.112605393,0.089038425
GPS2,-0.112653583,0.042391658
UCHL5,-0.112666833,0.362343663
TCEANC,-0.112709107,0.283202336
PGM5P2,-0.112742345,0.335386661
HOXD3,-0.112754226,0.114852211
REM1,-0.112757726,0.102319076
SPATA2L,-0.112758429,0.051243587
EVI2A,-0.112770952,0.527762642
TAB2,-0.11277619,0.05278107
OR6M1,-0.112784512,0.028869222
MYL6,-0.112786548,0.322867227
MIR202HG,-0.112797,0.025085693
ABCC6,-0.112809869,0.096021227
ARHGEF19,-0.112826083,0.031822745
ATG9A,-0.11284375,0.167540454
SH3BP4,-0.112851405,0.026876004
ALDH1A2,-0.112878786,0.03339633
DUSP26,-0.11288975,0.076220764
NAT1,-0.11290106,0.245782148
CCDC102A,-0.112927905,0.039087723
GARIN5A,-0.112936643,0.065480821
WTAP,-0.11295,0.075153535
DNAJB3,-0.112998226,0.110902242
CELF5,-0.113013738,0.104833504
EFNB3,-0.113030714,0.108589866
KAZALD1,-0.113035726,0.072469192
PPP1R14A,-0.113044667,0.062566153
GALNT13,-0.113046167,0.034386258
MT1G,-0.113047417,0.371523321
CAT,-0.11309631,0.318602806
UFD1,-0.113122595,0.070971468
KIF2B,-0.113127571,0.052583009
MYH4,-0.113138024,0.086884717
FXYD6-FXYD2,-0.113168798,0.028211617
AMELY,-0.11317281,0.032702538
DYNC1I1,-0.11317469,0.06291485
COL15A1,-0.11317581,0.041998956
PABIR1,-0.113176083,0.05923816
BEND4,-0.113199905,0.027185207
SLC16A8,-0.113216083,0.079928401
NKX2-3,-0.113253643,0.087376062
ELMOD1,-0.113313869,0.042630114
DNAH9,-0.113339179,0.018131938
MGC20647,-0.113382798,0.050212623
VPS54,-0.113441893,0.212392373
C1QBP,-0.113443071,0.184283965
AURKC,-0.113446952,0.024535368
ACKR1,-0.113463119,0.408310375
CFAP61,-0.113495536,0.059279507
CDKN1C,-0.113514738,0.055219939
PNLIP,-0.113518905,0.038204083
MT1A,-0.113541679,0.196800205
